"","ReefID","SurveyID","Site","ReefNo","ReefZone","Season","Year","TapeReader","VideoLength","AvgVis","Pseagrass","Species_Richness_Zone","ShannonsH","TotalAbundance","TwoDArea","shape","iso.index","circle","frac","para","perimeter","perimeterarea.ratio","avg_dist.to.all.nearest.reefs","nearest.neighbour","Rugosity","ThreeDArea"
"38","CR07","CR-OP07_C_S2021","OP-CR",7,"Centre","Summer","2021","Chris.P",60,2,0,8,0.140467483815044,26,90.22619069,1.5175,0.4,0.415644289,1.208121235,0.67278118,54.6,0.605108667,59.61685848,10.207163,1.299,116.62
"39","CR07","CR-OP07_E_S2020","OP-CR",7,"Edge","Summer","2020","Chris.P",60,3.428571429,0,5,0.362647699609575,211,90.22619069,1.5175,0.4,0.415644289,1.208121235,0.67278118,54.6,0.605108667,59.61685848,10.207163,1.299,116.62
"40","CR07","CR-OP07_E_S2021","OP-CR",7,"Edge","Summer","2021","Chris.P",61,3.857142857,0,15,0.537034846126868,150,90.22619069,1.5175,0.4,0.415644289,1.208121235,0.67278118,54.6,0.605108667,59.61685848,10.207163,1.299,116.62
"41","CR07","CR-OP07_E_W2019","OP-CR",7,"Edge","Winter","2019","Katie.E",60,4,0,5,0.974314752869349,8,90.22619069,1.5175,0.4,0.415644289,1.208121235,0.67278118,54.6,0.605108667,59.61685848,10.207163,1.299,116.62
"42","CR07","CR-OP07_E_W2020","OP-CR",7,"Edge","Winter","2020","Chris.P",60,1.142857143,0,4,0.800426758148148,70,90.22619069,1.5175,0.4,0.415644289,1.208121235,0.67278118,54.6,0.605108667,59.61685848,10.207163,1.299,116.62
"43","CR07","CR-OP07_O_S2020","OP-CR",7,"Off","Summer","2020","Chris.P",60,2,5,6,0.457976257707287,22,90.22619069,1.5175,0.4,0.415644289,1.208121235,0.67278118,54.6,0.605108667,59.61685848,10.207163,1.299,116.62
"44","CR07","CR-OP07_O_S2021","OP-CR",7,"Off","Summer","2021","Chris.P",49,4,0,6,0.105220256540117,10,90.22619069,1.5175,0.4,0.415644289,1.208121235,0.67278118,54.6,0.605108667,59.61685848,10.207163,1.299,116.62
"45","CR07","CR-OP07_O_W2019","OP-CR",7,"Off","Winter","2019","Katie.E",60,4,0,5,0.661882278649236,38,90.22619069,1.5175,0.4,0.415644289,1.208121235,0.67278118,54.6,0.605108667,59.61685848,10.207163,1.299,116.62
"46","CR07","CR-OP07_O_W2020","OP-CR",7,"Off","Winter","2020","Chris.P",60,3,0,4,1.09861228866811,2,90.22619069,1.5175,0.4,0.415644289,1.208121235,0.67278118,54.6,0.605108667,59.61685848,10.207163,1.299,116.62
"47","CR08","CR-OP08_E_S2021","OP-CR",8,"Edge","Summer","2021","Sophie.R",60,3.571428571,0,12,0.301984752091812,118,147.7037318,1.386,0.41,0.48772338,1.141940993,0.469154608,68.25,0.462045266,57.10008778,7.262918974,1.332,146.55
"48","CR08","CR-OP08_E_W2019","OP-CR",8,"Edge","Winter","2019","Katie.E",60,4,0,4,0.696021207330433,509,147.7037318,1.386,0.41,0.48772338,1.141940993,0.469154608,68.25,0.462045266,57.10008778,7.262918974,1.332,146.55
"49","CR08","CR-OP08_E_W2020","OP-CR",8,"Edge","Winter","2020","Chris.P",60,2,0,2,0.486912709464602,63,147.7037318,1.386,0.41,0.48772338,1.141940993,0.469154608,68.25,0.462045266,57.10008778,7.262918974,1.332,146.55
"50","CR08","CR-OP08_O_S2021","OP-CR",8,"Off","Summer","2021","Chris.P",60,4,11.3,12,0.156931239199296,56,147.7037318,1.386,0.41,0.48772338,1.141940993,0.469154608,68.25,0.462045266,57.10008778,7.262918974,1.332,146.55
"51","CR09","CR-OP09_C_S2020","OP-CR",9,"Centre","Summer","2020","Chris.P",60,2.857142857,0,5,0.76475441956742,15,545.868914,1.232978723,0.58,0.316118609,1.068291313,0.212304113,117.16,0.214621674,69.84915876,22.38573712,1.358,563.32
"52","CR09","CR-OP09_C_S2021","OP-CR",9,"Centre","Summer","2021","Chris.P",61,2.857142857,0,8,0.858784977186744,47,545.868914,1.232978723,0.58,0.316118609,1.068291313,0.212304113,117.16,0.214621674,69.84915876,22.38573712,1.358,563.32
"53","CR09","CR-OP09_E_S2021","OP-CR",9,"Edge","Summer","2021","Chris.P",60,2.857142857,0,12,0.510602695368011,21,545.868914,1.232978723,0.58,0.316118609,1.068291313,0.212304113,117.16,0.214621674,69.84915876,22.38573712,1.358,563.32
"54","CR09","CR-OP09_E_W2019","OP-CR",9,"Edge","Winter","2019","Katie.E",60,4,0,5,1.00267501335914,27,545.868914,1.232978723,0.58,0.316118609,1.068291313,0.212304113,117.16,0.214621674,69.84915876,22.38573712,1.358,563.32
"55","CR09","CR-OP09_E_W2020","OP-CR",9,"Edge","Winter","2020","Chris.P",39,3.25,0,3,0.673011667009256,25,545.868914,1.232978723,0.58,0.316118609,1.068291313,0.212304113,117.16,0.214621674,69.84915876,22.38573712,1.358,563.32
"56","CR09","CR-OP09_O_S2020","OP-CR",9,"Off","Summer","2020","Chris.P",60,2.142857143,0,11,1.22259949705187,308,545.868914,1.232978723,0.58,0.316118609,1.068291313,0.212304113,117.16,0.214621674,69.84915876,22.38573712,1.358,563.32
"57","CR09","CR-OP09_O_S2021","OP-CR",9,"Off","Summer","2021","Chris.P",60,4,0,17,0.676827239156274,137,545.868914,1.232978723,0.58,0.316118609,1.068291313,0.212304113,117.16,0.214621674,69.84915876,22.38573712,1.358,563.32
"58","CR09","CR-OP09_O_W2020","OP-CR",9,"Off","Winter","2020","Chris.P",60,4,27.8,8,1.03720782248146,56,545.868914,1.232978723,0.58,0.316118609,1.068291313,0.212304113,117.16,0.214621674,69.84915876,22.38573712,1.358,563.32
"59","CR10","CR-OP10_C_S2020","OP-CR",10,"Centre","Summer","2020","Chris.P",60,3.285714286,0,8,1.16318854436021,65,453.4980285,1.295348837,0.92,0.454001989,1.087748084,0.245663943,109.19,0.240780099,115.0945748,27.61413951,1.366,552.5
"60","CR10","CR-OP10_C_S2021","OP-CR",10,"Centre","Summer","2021","Chris.P",60,3.857142857,0,10,0.253968207349924,66,453.4980285,1.295348837,0.92,0.454001989,1.087748084,0.245663943,109.19,0.240780099,115.0945748,27.61413951,1.366,552.5
"61","CR10","CR-OP10_E_S2020","OP-CR",10,"Edge","Summer","2020","Chris.P",58,4,0,13,1.24551125731481,47,453.4980285,1.295348837,0.92,0.454001989,1.087748084,0.245663943,109.19,0.240780099,115.0945748,27.61413951,1.366,552.5
"62","CR10","CR-OP10_E_S2021","OP-CR",10,"Edge","Summer","2021","Chris.P",60,4,19.4,18,1.33213021142918,126,453.4980285,1.295348837,0.92,0.454001989,1.087748084,0.245663943,109.19,0.240780099,115.0945748,27.61413951,1.366,552.5
"63","CR10","CR-OP10_E_W2020","OP-CR",10,"Edge","Winter","2020","Chris.P",60,2,0,4,0.604536484580802,41,453.4980285,1.295348837,0.92,0.454001989,1.087748084,0.245663943,109.19,0.240780099,115.0945748,27.61413951,1.366,552.5
"64","CR10","CR-OP10_O_S2020","OP-CR",10,"Off","Summer","2020","Chris.P",60,4,51.8,16,0.721984685670156,64,453.4980285,1.295348837,0.92,0.454001989,1.087748084,0.245663943,109.19,0.240780099,115.0945748,27.61413951,1.366,552.5
"65","CR10","CR-OP10_O_S2021","OP-CR",10,"Off","Summer","2021","Chris.P",60,3.714285714,15,15,0.611477656537462,84,453.4980285,1.295348837,0.92,0.454001989,1.087748084,0.245663943,109.19,0.240780099,115.0945748,27.61413951,1.366,552.5
"66","CR10","CR-OP10_O_W2019","OP-CR",10,"Off","Winter","2019","Katie.E",60,3.571428571,51.7,4,0.735621939758795,8,453.4980285,1.295348837,0.92,0.454001989,1.087748084,0.245663943,109.19,0.240780099,115.0945748,27.61413951,1.366,552.5
"67","PH01","SY-PH01_C_S2020","SY-PH",1,"Centre","Summer","2020","Daniella.C",60,3.714285714,0,6,0.887694275799104,36,1179.941921,2.261940299,0.16,0.74137722,1.233115825,0.27112428,251,0.212722334,14.14824224,2.652757366,1.55325,2338.89
"68","PH01","SY-PH01_C_W2020","SY-PH",1,"Centre","Winter","2020","Chris.P",60,4,0,7,0.913441079115832,250,1179.941921,2.261940299,0.16,0.74137722,1.233115825,0.27112428,251,0.212722334,14.14824224,2.652757366,1.55325,2338.89
"69","PH01","SY-PH01_E_S2021","SY-PH",1,"Edge","Summer","2021","Chris.P",60,3.857142857,0,9,0.842026502095145,37,1179.941921,2.261940299,0.16,0.74137722,1.233115825,0.27112428,251,0.212722334,14.14824224,2.652757366,1.55325,2338.89
"70","PH01","SY-PH01_E_W2019","SY-PH",1,"Edge","Winter","2019","Katie.E",60,4,0,10,1.19865783850767,264,1179.941921,2.261940299,0.16,0.74137722,1.233115825,0.27112428,251,0.212722334,14.14824224,2.652757366,1.55325,2338.89
"71","PH01","SY-PH01_E_W2020","SY-PH",1,"Edge","Winter","2020","Chris.P",60,3.857142857,0,8,1.18300173104063,185,1179.941921,2.261940299,0.16,0.74137722,1.233115825,0.27112428,251,0.212722334,14.14824224,2.652757366,1.55325,2338.89
"72","PH01","SY-PH01_O_S2020","SY-PH",1,"Off","Summer","2020","Daniella.C",60,3.714285714,0,7,0.161413915933885,169,1179.941921,2.261940299,0.16,0.74137722,1.233115825,0.27112428,251,0.212722334,14.14824224,2.652757366,1.55325,2338.89
"73","PH01","SY-PH01_O_S2021","SY-PH",1,"Off","Summer","2021","Chris.P",60,4,4.4,4,0.101264817566792,96,1179.941921,2.261940299,0.16,0.74137722,1.233115825,0.27112428,251,0.212722334,14.14824224,2.652757366,1.55325,2338.89
"74","PH01","SY-PH01_O_W2019","SY-PH",1,"Off","Winter","2019","Katie.E",60,3.857142857,0,5,0.867931565974097,357,1179.941921,2.261940299,0.16,0.74137722,1.233115825,0.27112428,251,0.212722334,14.14824224,2.652757366,1.55325,2338.89
"75","PH01","SY-PH01_O_W2020","SY-PH",1,"Off","Winter","2020","Chris.P",60,4,6.1,8,1.01747325002209,613,1179.941921,2.261940299,0.16,0.74137722,1.233115825,0.27112428,251,0.212722334,14.14824224,2.652757366,1.55325,2338.89
"76","PH02","SY-PH02_C_S2020","SY-PH",2,"Centre","Summer","2020","Daniella.C",60,4,0,6,0.446726973181231,85,186.9834187,1.498148148,0.09,0.560839087,1.155781865,0.444835455,63.1,0.337463078,10.58073529,1.945639937,1.717,239.16
"77","PH02","SY-PH02_C_S2021","SY-PH",2,"Centre","Summer","2021","Chris.P",60,3.142857143,0,5,0.617844179366747,53,186.9834187,1.498148148,0.09,0.560839087,1.155781865,0.444835455,63.1,0.337463078,10.58073529,1.945639937,1.717,239.16
"78","PH02","SY-PH02_C_W2019","SY-PH",2,"Centre","Winter","2019","Katie.E",60,4,0,5,1.24853778654509,73,186.9834187,1.498148148,0.09,0.560839087,1.155781865,0.444835455,63.1,0.337463078,10.58073529,1.945639937,1.717,239.16
"79","PH02","SY-PH02_C_W2020","SY-PH",2,"Centre","Winter","2020","Chris.P",60,4,0,8,0.975832535379246,51,186.9834187,1.498148148,0.09,0.560839087,1.155781865,0.444835455,63.1,0.337463078,10.58073529,1.945639937,1.717,239.16
"80","PH02","SY-PH02_E_S2020","SY-PH",2,"Edge","Summer","2020","Daniella.C",60,3.857142857,34.7,7,1.31417098225282,198,186.9834187,1.498148148,0.09,0.560839087,1.155781865,0.444835455,63.1,0.337463078,10.58073529,1.945639937,1.717,239.16
"81","PH02","SY-PH02_E_S2021","SY-PH",2,"Edge","Summer","2021","Chris.P",60,3.571428571,0,7,0.857174043642079,45,186.9834187,1.498148148,0.09,0.560839087,1.155781865,0.444835455,63.1,0.337463078,10.58073529,1.945639937,1.717,239.16
"82","PH02","SY-PH02_E_W2019","SY-PH",2,"Edge","Winter","2019","Katie.E",60,3.714285714,0,8,1.66154992035289,157,186.9834187,1.498148148,0.09,0.560839087,1.155781865,0.444835455,63.1,0.337463078,10.58073529,1.945639937,1.717,239.16
"83","PH02","SY-PH02_E_W2020","SY-PH",2,"Edge","Winter","2020","Chris.P",60,4,0,10,1.40022415688195,49,186.9834187,1.498148148,0.09,0.560839087,1.155781865,0.444835455,63.1,0.337463078,10.58073529,1.945639937,1.717,239.16
"84","PH02","SY-PH02_O_S2020","SY-PH",2,"Off","Summer","2020","Daniella.C",60,4,0,9,0.0800531879335698,171,186.9834187,1.498148148,0.09,0.560839087,1.155781865,0.444835455,63.1,0.337463078,10.58073529,1.945639937,1.717,239.16
"85","PH02","SY-PH02_O_S2021","SY-PH",2,"Off","Summer","2021","Sophie.R",60,3.857142857,11.9,6,0.413436364046003,253,186.9834187,1.498148148,0.09,0.560839087,1.155781865,0.444835455,63.1,0.337463078,10.58073529,1.945639937,1.717,239.16
"86","PH02","SY-PH02_O_W2019","SY-PH",2,"Off","Winter","2019","Katie.E",60,3.857142857,0,8,0.722637496387025,327,186.9834187,1.498148148,0.09,0.560839087,1.155781865,0.444835455,63.1,0.337463078,10.58073529,1.945639937,1.717,239.16
"87","PH03","SY-PH03_C_S2020","SY-PH",3,"Centre","Summer","2020","Daniella.C",60,3.714285714,0,6,0.364492925166066,86,16.6646319,1.5625,0.08,0.597216461,1.310897812,1.233451196,16.2,0.972118682,9.513187519,0.784683385,1.676,20.08
"88","PH03","SY-PH03_C_W2019","SY-PH",3,"Centre","Winter","2019","Chris.P",60,4,0,8,0.743146913454317,124,16.6646319,1.5625,0.08,0.597216461,1.310897812,1.233451196,16.2,0.972118682,9.513187519,0.784683385,1.676,20.08
"89","PH03","SY-PH03_C_W2020","SY-PH",3,"Centre","Winter","2020","Chris.P",60,4,0,6,0.966177407884922,104,16.6646319,1.5625,0.08,0.597216461,1.310897812,1.233451196,16.2,0.972118682,9.513187519,0.784683385,1.676,20.08
"90","PH03","SY-PH03_E_S2020","SY-PH",3,"Edge","Summer","2020","Daniella.C",60,4,0,7,0.396866338894125,103,16.6646319,1.5625,0.08,0.597216461,1.310897812,1.233451196,16.2,0.972118682,9.513187519,0.784683385,1.676,20.08
"91","PH03","SY-PH03_E_S2021","SY-PH",3,"Edge","Summer","2021","Chris.P",60,3.285714286,0,7,1.35761336717682,44,16.6646319,1.5625,0.08,0.597216461,1.310897812,1.233451196,16.2,0.972118682,9.513187519,0.784683385,1.676,20.08
"92","PH03","SY-PH03_E_W2019","SY-PH",3,"Edge","Winter","2019","Katie.E",60,4,0,10,1.41086349322032,354,16.6646319,1.5625,0.08,0.597216461,1.310897812,1.233451196,16.2,0.972118682,9.513187519,0.784683385,1.676,20.08
"93","PH03","SY-PH03_E_W2020","SY-PH",3,"Edge","Winter","2020","Chris.P",60,4,0,11,1.5293374768574,160,16.6646319,1.5625,0.08,0.597216461,1.310897812,1.233451196,16.2,0.972118682,9.513187519,0.784683385,1.676,20.08
"94","PH03","SY-PH03_O_S2020","SY-PH",3,"Off","Summer","2020","Daniella.C",60,4,13.8,7,0.062935592177658,154,16.6646319,1.5625,0.08,0.597216461,1.310897812,1.233451196,16.2,0.972118682,9.513187519,0.784683385,1.676,20.08
"95","PH03","SY-PH03_O_S2021","SY-PH",3,"Off","Summer","2021","Chris.P",60,3.857142857,17.5,9,1.32383040025526,47,16.6646319,1.5625,0.08,0.597216461,1.310897812,1.233451196,16.2,0.972118682,9.513187519,0.784683385,1.676,20.08
"96","PH03","SY-PH03_O_W2020","SY-PH",3,"Off","Winter","2020","Chris.P",60,4,18.4,6,1.06198030726907,188,16.6646319,1.5625,0.08,0.597216461,1.310897812,1.233451196,16.2,0.972118682,9.513187519,0.784683385,1.676,20.08
"97","PH04","SY-PH04_C_S2020","SY-PH",4,"Centre","Summer","2020","Daniella.C",60,3.857142857,0,5,1.00906737197549,81,7.876759,1.058333333,0.07,0.319873738,1.119650577,1.612698413,10.58,1.342569958,9.950334285,0.784683385,1.926,22.36
"98","PH04","SY-PH04_C_S2021","SY-PH",4,"Centre","Summer","2021","Sophie.R",60,3.857142857,0,4,0.119613627048125,1152,7.876759,1.058333333,0.07,0.319873738,1.119650577,1.612698413,10.58,1.342569958,9.950334285,0.784683385,1.926,22.36
"99","PH04","SY-PH04_C_W2020","SY-PH",4,"Centre","Winter","2020","Chris.P",60,4,0,6,0.801818552543337,10,7.876759,1.058333333,0.07,0.319873738,1.119650577,1.612698413,10.58,1.342569958,9.950334285,0.784683385,1.926,22.36
"100","PH04","SY-PH04_E_S2020","SY-PH",4,"Edge","Summer","2020","Daniella.C",60,4,0,8,1.33575692067149,126,7.876759,1.058333333,0.07,0.319873738,1.119650577,1.612698413,10.58,1.342569958,9.950334285,0.784683385,1.926,22.36
"101","PH04","SY-PH04_E_W2019","SY-PH",4,"Edge","Winter","2019","Katie.E",60,4,0,10,1.33118667692003,101,7.876759,1.058333333,0.07,0.319873738,1.119650577,1.612698413,10.58,1.342569958,9.950334285,0.784683385,1.926,22.36
"102","PH04","SY-PH04_E_W2020","SY-PH",4,"Edge","Winter","2020","Chris.P",60,4,0,10,1.55075853928511,29,7.876759,1.058333333,0.07,0.319873738,1.119650577,1.612698413,10.58,1.342569958,9.950334285,0.784683385,1.926,22.36
"103","PH04","SY-PH04_O_S2020","SY-PH",4,"Off","Summer","2020","Daniella.C",60,3,0,11,0.0753195466033725,66,7.876759,1.058333333,0.07,0.319873738,1.119650577,1.612698413,10.58,1.342569958,9.950334285,0.784683385,1.926,22.36
"104","PH04","SY-PH04_O_S2021","SY-PH",4,"Off","Summer","2021","Chris.P",60,4,0,4,0.184393950535245,239,7.876759,1.058333333,0.07,0.319873738,1.119650577,1.612698413,10.58,1.342569958,9.950334285,0.784683385,1.926,22.36
"105","PH04","SY-PH04_O_W2019","SY-PH",4,"Off","Winter","2019","Katie.E",60,3.714285714,0,7,0.493893152392368,211,7.876759,1.058333333,0.07,0.319873738,1.119650577,1.612698413,10.58,1.342569958,9.950334285,0.784683385,1.926,22.36
